AGE,workclass,education_level,EDUCATION-NUM,marital-status,OCCUPATION,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income,event_time,random_flag,source_system
42, Private, Some-college,10, Divorced, Adm-clerical,, White, Female,0,0,12, United-States,<=80K,19/07/25,,web
62, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0.0k,48, United-States,<=80K,12/08/25,N,app
26$, Local-gov, Bachelors,13, Never-married, Protective-serv, Own-child, White, Male,0,0,,,<=80K,03-30-2025 10:00:21,Y,batch
46, Private, Some-college,10, Divorced, Craft-repair,, White, Male,0,0,40, United-States,>80K,11/01/24 10:00,N,batch
33, Private, Bachelors,13.00%, Separated, Sales, Not-in-family, White, Female,0,0,50, United-States,>80K,12/02/25,N,batch
65, Without-pay, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,2414.0$,0,20, United-States,<=80K,05-18-2024 10:00:21,,app
46,, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,,0,40, United-States,>80K,01/06/25,N,web
43, Local-gov, Assoc-voc,11, Divorced, Exec-managerial, Not-in-family,, Female,0,0,40, United-States,<=80K,10/10/24 10:00,Y,crm
43,, HS-grad,9,, Craft-repair, Husband, White, Male,,,40, United-States,>80K,30/07/24,,web
35, Private, 10th,, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,<=80K,01/01/26,Y,app
48, Private, HS-grad,9, Widowed, Handlers-cleaners, Other-relative, White, Female,,0.0k,48.00%, United-States,<=80K,24/11/24,,crm
, Federal-gov,,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,>80K,08/11/24 10:00,,batch
45, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,<=80K,23/11/23,N,app
56, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,4508.0$,0,40, United-States,<=80K,03/04/25 10:00,Y,web
59, Federal-gov, Masters,14, Never-married, Exec-managerial,, White, Male,0,0,40,,,01-26-2025 10:00:21,N,web
, Local-gov, HS-grad,, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,<=80K,07-15-2024 10:00:21,N,app
21$, Private, HS-grad,9, Never-married, Other-service, Own-child, Black,,0,0,10, United-States,<=80K,14/03/24,,web
, Private, 11th,, Married-civ-spouse, Exec-managerial, Husband, White, Male,3411,0,40, United-States,,01/10/25,N,batch
38, Private, HS-grad,9,, Other-service, Unmarried, White, Female,0,0,40, United-States,<=80K,05/09/25,Y,app
27, Private, Some-college,10, Never-married,, Own-child, White, Female,0,0,40, United-States,,10/01/26,,crm
, Self-emp-inc, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0.0k,, United-States,>80K,,N,app
37, State-gov, Masters,14, Married-civ-spouse, Prof-specialty, Husband,, Male,0,0.0k,60, United-States,>80K,13/11/24,,batch
63, Self-emp-not-inc, HS-grad,9.00%, Married-civ-spouse,, Husband, White, Male,0.0$,0.0k,30, United-States,<=80K,06-15-2024 10:00:21,Y,batch
27, State-gov, HS-grad,9, Never-married, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0.0$,0,38, United-States,,11/02/26,,app
20, Private, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,25.00%, United-States,<=80K,09/05/24,Y,batch
26, Private, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,40, United-States,>80K,17/10/24,,app
51$, Self-emp-not-inc, Assoc-acdm,12.00%, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0$,0,40, United-States,<=80K,11/05/24,N,app
28,, Assoc-acdm,12.00%, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,>80K,04/08/25 10:00,N,app
39, Private, Assoc-voc,11, Divorced, Other-service, Not-in-family,, Female,0,0,40,,<=80K,01/07/25,,crm
35, Private, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,0.0$,0,55,,>80K,04-24-2026 10:00:21,,batch
65, Private, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0.0k,40, United-States,<=80K,12-28-2024 10:00:21,N,batch
54$, Local-gov, Assoc-voc,11, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States,<=80K,02/01/24,,app
39$, Private, 7th-8th,,, Other-service, Own-child, White, Male,0.0$,1602,35, United-States,<=80K,20/07/24,,web
24, Private, Some-college,10, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States,<=80K,04/02/25,Y,app
36, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0.0$,0,40, United-States,<=80K,11-19-2023 10:00:21,,crm
52, Private, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,>80K,06-28-2025 10:00:21,Y,batch
64, Private, HS-grad,9.00%, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,<=80K,10/09/25,,web
43, Private, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,0,0,, United-States,<=80K,25/06/25,N,crm
44$, Private, Assoc-voc,11, Never-married, Priv-house-serv, Not-in-family, White, Male,594,,25, United-States,<=80K,12-15-2024 10:00:21,,app
47, Federal-gov, HS-grad,9, Separated, Adm-clerical,, White, Female,0,0,40, United-States,<=80K,03/11/23,Y,app
32, Private, 12th,8, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,,0,40, United-States,,04/09/23,Y,app
20, Private, Some-college,, Never-married, Sales, Own-child, White, Female,0,0,30, United-States,<=80K,09/05/24,N,batch
33, Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0.0$,0,38, United-States,<=80K,19/02/25,N,crm
52$, Private, HS-grad,9, Divorced, Adm-clerical,, White, Female,0,0,40, Cuba,<=80K,04/08/25,Y,crm
49, Private, 7th-8th,4.00%, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0.0k,40, United-States,<=80K,04/09/26 10:00,,web
31, Private, HS-grad,9, Married-civ-spouse, Sales, Wife, White,,0.0$,0,, United-States,<=80K,12-13-2025 10:00:21,N,crm
62, Self-emp-not-inc, HS-grad,9, Never-married, Other-service, Unmarried,,,0,0,6, United-States,<=80K,11/09/24,N,crm
44, Private, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,,0.0k,55,,,02-27-2026 10:00:21,Y,crm
28, Local-gov, HS-grad,9.00%, Married-civ-spouse, Protective-serv, Husband, White, Male,3908,0,40, United-States,<=80K,17/01/25,,crm
68, Local-gov, Masters,14, Widowed, Prof-specialty, Unmarried, Black, Female,0.0$,0,40, United-States,>80K,16/02/26,,batch
40, Federal-gov, Some-college,10, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,<=80K,24/06/24,,app
46, Private, 7th-8th,4, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,50, United-States,<=80K,02-29-2024 10:00:21,N,web
22$, Private, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Female,,0,, United-States,<=80K,08/11/24,N,crm
37, Self-emp-not-inc, Bachelors,13, Divorced, Tech-support, Not-in-family,, Male,0,0,15, United-States,<=80K,01/01/25 10:00,Y,app
62, Private, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,70, United-States,<=80K,12/02/25,Y,web
, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,>80K,02/09/24,,app
35, Private,,9, Never-married, Sales, Not-in-family, White, Male,4787,0,40,,>80K,12/04/23 10:00,,crm
44, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,68, United-States,<=80K,03-19-2025 10:00:21,Y,app
41, Private, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,>80K,20/02/26,N,web
36, Local-gov, Bachelors,13.00%, Divorced, Prof-specialty, Unmarried, White, Male,0,0,40, United-States,<=80K,28/05/24,Y,app
26$,, Bachelors,13, Divorced, Other-service, Not-in-family, White, Female,,0.0k,45, United-States,<=80K,16/03/24,,crm
48, Federal-gov, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States,,04/02/25 10:00,,crm
21, Private, HS-grad,, Never-married, Other-service, Not-in-family, White, Female,0,0,28, United-States,<=80K,09-22-2023 10:00:21,Y,crm
39$, Private, Prof-school,15, Married-civ-spouse,, Husband, White, Male,7688,0,40, United-States,>80K,26/07/24,N,web
38, Private, Assoc-voc,11, Divorced, Prof-specialty, Not-in-family,, Female,14344,0,, United-States,>80K,05/03/26,,web
44, Private, Assoc-voc,11, Married-civ-spouse,, Husband, White, Male,0,0,40, United-States,>80K,11/06/23 10:00,N,crm
56, Private, 10th,6,, Sales,, Asian-Pac-Islander, Female,0,0,30.00%, Japan,>80K,18/02/25,N,app
25, Private, 9th,5.00%, Never-married, Transport-moving, Other-relative, White, Male,0,0,40, United-States,<=80K,11/06/24,N,web
32, Local-gov, Bachelors,13,, Prof-specialty, Not-in-family, White, Female,0,0,, United-States,<=80K,19/08/25,Y,batch
47, Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,>80K,15/12/23,Y,batch
26, Private, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States,<=80K,22/10/25,N,crm
31$, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Black, Female,14084,0,60, United-States,>80K,26/09/25,Y,batch
, Private, Assoc-voc,11, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States,,14/04/24,N,web
41, Federal-gov, Some-college,10, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States,>80K,19/09/24,N,batch
55, Self-emp-not-inc,,10, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,, United-States,,23/12/23,Y,web
23, Private, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Female,0.0$,0,25, United-States,<=80K,17/03/25,,app
45, Private, HS-grad,9.00%, Married-civ-spouse, Adm-clerical,, Black,,7298,0,40, United-States,>80K,09-24-2023 10:00:21,Y,crm
42$, Local-gov, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0$,1485,40, United-States,<=80K,25/05/25,,crm
29, Private, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Male,0,,15, United-States,<=80K,04/08/25,N,crm
48, Private, Masters,14.00%, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,<=80K,25/03/24,Y,web
36$, Private, Some-college,10, Divorced, Craft-repair, Unmarried, White, Male,0,0,40.00%, United-States,<=80K,07-22-2025 10:00:21,,batch
52, Self-emp-inc, Bachelors,13.00%, Married-civ-spouse, Sales, Husband, White, Male,15024,0,50, United-States,>80K,08/10/25,N,crm
46$, Private, Assoc-voc,11, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States,<=80K,11-23-2024 10:00:21,,web
34, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,40,,<=80K,07-19-2024 10:00:21,,crm
27,, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40.00%, Germany,<=80K,05/01/25,,crm
18, Private,,9, Never-married,,, White, Female,0,0.0k,, United-States,<=80K,,Y,batch
18, Private, Some-college,, Never-married, Other-service, Own-child, White, Female,0,0,, United-States,<=80K,06/12/24,,batch
42, Private, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0.0k,40, United-States,<=80K,09-16-2023 10:00:21,Y,crm
, Private, Masters,14, Married-civ-spouse,, Husband, White, Male,0,0,45, United-States,>80K,10-14-2024 10:00:21,,web
52, Self-emp-inc, Prof-school,15,, Sales, Husband, White, Male,0.0$,0,40, United-States,>80K,10/09/25,Y,web
44, Self-emp-inc,,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45.00%, United-States,>80K,01-28-2024 10:00:21,N,web
53, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States,>80K,09/01/25 10:00,Y,crm
36, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States,>80K,24/09/25,Y,app
27, Private, Bachelors,13, Never-married, Tech-support, Other-relative, Asian-Pac-Islander, Male,0.0$,0,40.00%, United-States,,16/07/25,Y,app
52$, Private, HS-grad,, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States,,06/11/25 10:00,,app
,, Masters,, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,, United-States,<=80K,10/07/24,Y,web
41, Private, Assoc-acdm,12, Married-civ-spouse, Tech-support, Husband,, Male,0,0,45, United-States,>80K,,,crm
64, Self-emp-not-inc, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,>80K,10/05/24,N,batch
25, Private, 1st-4th,2, Never-married, Other-service, Other-relative,, Male,0,0,25.00%, El-Salvador,<=80K,03/11/24,Y,crm
63, Private, 7th-8th,4, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0.0$,0,40, South,<=80K,06/06/24,,web
54, Local-gov, Assoc-voc,11, Divorced, Craft-repair,, White, Male,0,0,40, United-States,<=80K,07/02/26,,batch
21, Private, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States,<=80K,12/02/26,N,app
27$, Private, Bachelors,13,, Adm-clerical, Not-in-family, White, Male,0,,40.00%, Poland,<=80K,20/06/24,,web
63, Self-emp-not-inc, Masters,14, Married-civ-spouse, Farming-fishing, Husband, White, Male,41310.0$,0,50, United-States,<=80K,02/08/25,,batch
37, Private,,9, Divorced, Other-service, Not-in-family, White, Female,0,0,30, United-States,<=80K,12/02/24,N,crm
22,, HS-grad,,, Transport-moving, Not-in-family, White, Male,0,0,35, United-States,<=80K,15/07/24,N,web
, Private, 7th-8th,4.00%, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,<=80K,20/05/25,N,app
54, Private, 10th,6, Divorced, Other-service, Unmarried, White, Female,0,0.0k,40, United-States,<=80K,19/06/24,,web
60, Local-gov, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,, United-States,,12-17-2024 10:00:21,N,web
19, Private, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,25.00%,,<=80K,04-20-2025 10:00:21,,web
25, Local-gov, HS-grad,9, Divorced, Adm-clerical, Not-in-family,, Female,0.0$,0,40.00%, United-States,<=80K,24/01/24,N,web
51, Local-gov, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States,<=80K,03/03/25 10:00,Y,app
47, Federal-gov, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Female,0.0$,0,40, United-States,<=80K,11/09/23,,crm
44, Self-emp-not-inc, 10th,6, Never-married, Craft-repair, Own-child, White, Male,0,0,50, United-States,<=80K,30/09/23,,batch
57, Private, HS-grad,9, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,57, United-States,,01/08/24 10:00,Y,crm
, Private, Some-college,10.00%, Never-married,, Own-child, White, Male,0.0$,0,34, United-States,<=80K,12/04/25 10:00,Y,app
36, State-gov, Some-college,10, Divorced, Other-service, Unmarried, Black, Female,0,0,20, United-States,<=80K,11/09/23,Y,app
39$, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,, United-States,<=80K,02/02/26 10:00,Y,batch
49$, Private, Doctorate,16.00%, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0.0$,0,50, United-States,>80K,06/05/24,N,app
41, Private, HS-grad,9.00%, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0.0k,40, China,<=80K,15/04/25,,batch
35, Private, Some-college,10, Married-civ-spouse,, Husband, White, Male,0.0$,0,38, United-States,<=80K,04/10/23,N,app
40,, Assoc-acdm,12, Divorced, Sales, Unmarried, White, Female,1506,0.0k,40.00%, United-States,<=80K,29/05/24,Y,batch
30, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,<=80K,11-14-2025 10:00:21,Y,batch
25, Private, HS-grad,9.00%, Never-married, Sales, Not-in-family, White, Male,0,1504,37.00%, United-States,<=80K,06/08/23,Y,web
25, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,1902,36, United-States,>80K,04-20-2024 10:00:21,Y,web
37$, Private, Masters,14.00%, Married-civ-spouse, Adm-clerical, Husband, White, Male,7688,0,50.00%, United-States,>80K,04/12/23,Y,app
53$, Self-emp-not-inc, Prof-school,15, Divorced, Prof-specialty, Not-in-family, White, Male,0.0$,0,, United-States,>80K,,Y,app
34, Self-emp-not-inc, Assoc-acdm,12, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,25, United-States,<=80K,,N,batch
18, Private, HS-grad,9, Never-married, Sales, Own-child, White, Female,0,0,20, United-States,<=80K,18/08/24,N,web
45, Private, HS-grad,9.00%, Divorced, Sales, Unmarried, Black, Male,5455,0,40, United-States,<=80K,19/09/25,Y,batch
19, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,2001,40, United-States,<=80K,09/02/24,Y,crm
33, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0.0$,0,65, United-States,<=80K,10/06/24 10:00,N,batch
45, State-gov,,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,,0.0k,40, United-States,<=80K,14/09/23,,batch
43, State-gov,,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, United-States,>80K,11/04/25,Y,web
, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States,<=80K,28/09/23,Y,crm
41, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,, United-States,>80K,22/11/23,N,web
25, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1579,40, United-States,<=80K,11-16-2023 10:00:21,N,app
22$, Private, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Female,0.0$,0,32.00%, United-States,<=80K,10/08/25 10:00,N,batch
52$,, Some-college,10, Never-married, Adm-clerical, Unmarried, White, Male,0,0,45, United-States,<=80K,10/07/25,Y,crm
45,, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0$,0,40.00%, Puerto-Rico,>80K,10-18-2025 10:00:21,N,batch
32, State-gov, Doctorate,16.00%, Never-married, Prof-specialty, Not-in-family, White, Female,0,,70, United-States,<=80K,16/06/25,Y,batch
26, Private, Bachelors,13, Never-married, Transport-moving, Own-child, White, Male,0.0$,0,20, United-States,<=80K,03-30-2024 10:00:21,N,web
24, Private, Some-college,10, Divorced, Other-service, Not-in-family,, Male,,0,40, United-States,,31/12/25,Y,batch
37, Private, HS-grad,9, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States,<=80K,24/03/25,Y,app
, Private, HS-grad,9, Divorced,, Not-in-family, White, Female,,0,40.00%, United-States,<=80K,11/07/25,N,crm
43, Local-gov, Masters,14.00%, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,, United-States,<=80K,18/11/24,,app
35, Private, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family,, Male,0.0$,,40, United-States,<=80K,18/08/24,N,crm
37, Private, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White,,0,0,50, United-States,>80K,25/06/24,Y,web
17, Private, 11th,7, Never-married, Sales, Own-child, White, Male,0,0,20, United-States,<=80K,09/09/23 10:00,Y,crm
48, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0.0k,55,,,07-14-2025 10:00:21,Y,app
26$, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,2597,0,40, United-States,,07/12/25 10:00,N,web
35, Private, Bachelors,13.00%, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines,>80K,11/11/23 10:00,N,app
21$, Private, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,15, United-States,<=80K,29/09/24,,app
54, Private, 10th,6, Divorced, Other-service, Not-in-family, White, Male,0,0,70, United-States,<=80K,10/04/26,N,web
40$, Private, Bachelors,13, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0.0k,40, United-States,<=80K,01/01/26,N,app
51,, Some-college,10.00%, Separated,, Not-in-family, Black, Female,0,,40, United-States,<=80K,,Y,crm
60, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Other-service, Wife, Black,,0.0$,0,, United-States,<=80K,11/02/25,,crm
22, Private, Some-college,10, Never-married,, Own-child, White, Male,0.0$,0,8, United-States,<=80K,21/01/25,N,batch
20, Private, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,0,0,40.00%,,<=80K,15/11/25,,crm
, Private, 11th,7, Never-married, Farming-fishing, Unmarried,, Male,0,0,40, United-States,<=80K,05-13-2024 10:00:21,,web
21, Private, Some-college,10, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States,,13/10/23,Y,batch
43$, Private, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,44, United-States,<=80K,09/11/23 10:00,,batch
36, Private, Bachelors,13,, Craft-repair, Husband, White, Male,0,0,50, United-States,>80K,11/01/26,Y,web
65, State-gov, HS-grad,9, Married-civ-spouse,, Husband, White, Male,0.0$,2174.0k,40, United-States,>80K,09-19-2024 10:00:21,Y,app
48, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,>80K,13/10/24,,web
37, Private, Masters,14, Separated, Exec-managerial, Not-in-family, White, Male,27828.0$,0,60, Iran,>80K,01-25-2025 10:00:21,,crm
20, Private, 12th,8, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States,<=80K,08/07/24 10:00,N,batch
41, State-gov,,9, Divorced, Exec-managerial, Not-in-family, White, Female,0.0$,0,40,,<=80K,18/03/24,,batch
55, Self-emp-not-inc, 9th,5, Married-civ-spouse, Craft-repair,, White, Male,0,0,50, United-States,<=80K,26/03/25,,web
39, Local-gov, Bachelors,, Divorced, Prof-specialty,, White, Female,,0,40,,<=80K,11/08/24,Y,batch
41, Federal-gov, Some-college,10, Married-civ-spouse, Transport-moving, Wife, White, Female,7298,0.0k,40, United-States,>80K,30/10/25,Y,batch
80, Private, Assoc-voc,11,,, Husband, White, Male,0,0,24, United-States,<=80K,26/11/25,Y,crm
59$, State-gov, 10th,6, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States,<=80K,02/10/25,,app
52, Private, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,>80K,,Y,app
39, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,3103,0,50, United-States,>80K,25/07/25,N,app
56,, Some-college,10, Married-spouse-absent, Prof-specialty, Not-in-family, Black,,0,0,50, United-States,<=80K,09/12/24,Y,web
69, Local-gov, HS-grad,9, Widowed, Adm-clerical, Not-in-family, Black, Female,0,0,20, United-States,<=80K,07-16-2024 10:00:21,,batch
49, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,,,50, United-States,>80K,03/12/25,N,app
33, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,5013,0,40,,<=80K,02-15-2024 10:00:21,N,web
28, Self-emp-inc, HS-grad,9.00%, Married-civ-spouse, Exec-managerial, Husband,, Male,0,,45, United-States,>80K,20/11/24,N,crm
49, Private, Some-college,10, Married-civ-spouse, Exec-managerial,, White,,0,0,,,>80K,25/02/26,,batch
51, Local-gov, HS-grad,, Married-spouse-absent, Handlers-cleaners, Unmarried, White, Male,0,0,40.00%, United-States,<=80K,06/02/26,N,batch
42$, Private, Some-college,10.00%, Divorced, Other-service, Unmarried, White, Female,0.0$,0,32,,<=80K,,N,crm
66, Private, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Female,0,,13, United-States,<=80K,12-20-2025 10:00:21,,app
44,, Assoc-voc,11, Separated, Craft-repair, Other-relative, White, Male,0,0,48, United-States,>80K,17/08/24,Y,app
26, Private, HS-grad,, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States,,26/06/25,Y,batch
43$, Private,,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,<=80K,24/08/23,Y,batch
28, Private, 10th,, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,155,40.00%, United-States,<=80K,,N,app
17, Private, 11th,7.00%, Never-married, Sales, Own-child, White, Female,0,0,8, United-States,<=80K,,,crm
52, Private, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,,30/09/25,,app
24, Private, Some-college,10, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,, United-States,<=80K,17/10/25,N,batch
65$, Private, Some-college,, Widowed, Sales, Other-relative, White, Female,0,0,45, United-States,<=80K,12-22-2023 10:00:21,,batch
36, Self-emp-not-inc, Some-college,10.00%, Married-civ-spouse, Craft-repair, Husband, White, Male,0,,40, United-States,>80K,26/04/24,Y,web
19, Private, HS-grad,9, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0.0k,30, United-States,,,N,web
43, Private, Some-college,10, Married-spouse-absent, Sales, Not-in-family, White, Male,0,0,45, Mexico,<=80K,01/11/24,,web
39, Local-gov,,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,50.00%, England,>80K,31/01/24,,batch
48$, Private, 11th,7,, Transport-moving, Husband, White, Male,0,0,40,,>80K,07/10/25,Y,web
50, Local-gov, Assoc-voc,, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,>80K,11/05/25,N,web
21, Private, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States,<=80K,30/09/23,N,app
36, Private, HS-grad,9, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States,<=80K,14/01/24,,crm
33$, Private, HS-grad,9, Married-civ-spouse,,, Black, Male,,0,36, Haiti,<=80K,23/03/25,Y,batch
50, Federal-gov, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband,, Male,0.0$,0,40, United-States,<=80K,02/02/25 10:00,Y,web
49, State-gov, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,99999,0,80, United-States,>80K,07/12/24,,crm
70, Self-emp-inc, Doctorate,16, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0.0k,40, United-States,>80K,05-22-2024 10:00:21,N,app
39, Private, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,,40, United-States,<=80K,01/11/25 10:00,N,app
44, Private, Some-college,10, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,<=80K,23/11/23,,batch
, Private, Bachelors,13, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,40, United-States,>80K,13/08/23,Y,crm
40, Private, 9th,5, Never-married,, Other-relative, Black, Male,0,,49, United-States,<=80K,04/11/24,Y,web
46, Private, HS-grad,9, Married-civ-spouse, Craft-repair,, Black, Male,0,1902,40, United-States,>80K,26/02/25,Y,crm
, Private, Bachelors,13, Married-civ-spouse, Other-service, Wife, Asian-Pac-Islander, Female,7688,0,52, Japan,>80K,09/09/24 10:00,Y,web
47, Private, 11th,7, Divorced, Craft-repair, Own-child, White, Male,0,0,8.00%, United-States,<=80K,20/04/25,Y,app
19, Private, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,, United-States,<=80K,25/11/23,N,app
22, Private, Some-college,10.00%,, Adm-clerical, Other-relative, White, Female,0,0.0k,16, United-States,<=80K,,Y,app
